"KHz","ID","Type","Active","LSB","USB","Sec","Fmt","'Name' and Location","SP","ITU","Region","GSQ","Lat","Lon","Pwr","Notes","Heard In","Logs","First Logged","Last Logged"
393,"2M","NDB","N","390","396","10.44","DAID","Opapimiskan Lake  (Musselwhite Mine)","ON","CAN","na","EO42to","52.6042","-90.375","25","","FIN  AZ  BC  CA  CO  IA  IL  IN  MA  MI  MN  MO  MT  NC  NE  NH  NS  NY  OH  ON  OR  QC  TN  TX  UT  VA  WA  WI","210","2000-12-03","2020-03-07"
393,"8N","NDB","N","400","387","10.4","DAID","Edson","AB","CAN","na","DO13sn","53.5625","-116.458","50","","AB  AZ  BC  CA  CO  FL  ID  IL  MI  MN  MT  NC  NV  OH  ON  OR  TX  UT  WA  YT","163","2000-12-20","2014-01-31"
393,"BD","NDB","N","403","406","10.12","ID+8"" gap","Bordeaux / Merignac","","FRA","eu","IN94rw","44.9375","-0.5417","","Decommissioned 2024-05-16","BAL  BEL  CZE  DEU  DNK  ENG  ESP  FIN  FRA  HNG  HOL  IRL  ISL  ITA  NIR  NOR  POL  POR  RUS  SAR  SCT  SHE  SUI  SVK  SVN  SWE  NS","584","1984-03-25","2024-11-22"
393,"FGP","NDB","N","1058","1027","7.2","","Fort Bragg","NC","USA","na","FM05od","35.1458","-78.7917","40","NORTH CAROLINA NFDD 130 - 2 07/08/2022  FORT BRAGG  FORT BRAGG NDB  IDENT FGP  LAT 35-08-20.5936 N
LONG 078-48-46.1114 W  NAVAID STATUS DECOMMISSIONED","IL  MA  MD  MI  MO  NC  NE  NH  NJ  NS  NY  OH  ON  PA  SC  TN  TX  VA","200","1997-01-03","2022-02-09"
393,"LA","NDB","N","1040","1028","8.141","","'Artda' Lansing","MI","USA","na","EN72ss","42.7708","-84.4583","","20091109 - Don Tomkinson reports it has been DCMSND","GA  IL  MD  MI  MN  NC  NS  NY  OH  ON  TX  VA","22","2007-09-20","2009-06-22"
393,"TOG","NDB","N","1056","1022","","","&#039;Togiak&#039;  Togiak Village","AK","ALS","na","AO99tb","59.0625","-160.375","50","!TOG 12/058 TOG NAV NDB U/S 2312210635-2412281500EST","AK  BC  CA  OR  WA  HI","37","2004-10-29","2018-07-21"
393,"XYC","NDB","N","","","","","'Seco'  Irvine","KY","USA","na","FM77xs","37.7708","-64.0417","","Decommissioned (Andy Robins, 2005-02-19)","CA","1","2002-12-15","2002-12-15"
393.25,"RO","NDB","N","","","","","","","XUN","xx","","","","","","CA","1","2007-12-18","2007-12-18"
394,"DQ","NDB","N","","406","10.22","DAID","Dawson Creek","BC","CAN","na","CO95xr","55.7292","-120.042","50","Decom NAVAIDs Modernization Program phase 3 - Mar 2020","FIN  SWE  AB  AZ  BC  CA  CO  FL  ID  IL  MA  MI  MN  MO  MT  NC  NE  NH  NV  NY  OH  OR  TX  UT  WA  WI  YT  HI","519","1989-02-04","2020-02-15"
394,"DTE","NDB","N","1017","1011","4.61","","'Mark Anton'  Dayton","TN","USA","na","EM75ml","35.4792","-84.9583","25","!! Decom per NFDD 153 - 3 (08/10/2023) !BNA 10/316 2A0 NAV NDB U/S 2210191736-2303192359 ///  Now U/S to March 19, 2023","AZ  CO  FL  GA  IL  IN  MA  MD  MI  MN  MO  MS  NC  NE  NH  NJ  NY  OH  ON  OR  PA  QC  TN  TX  VA  WI","254","1997-01-03","2020-11-28"
394,"ENZ","NDB","N","1055","1023","7.9","","Nogales","AZ","USA","na","DM41nk","31.4375","-110.875","100","2014-08-25 Michael Oexner reports that has been or will be Decommissioned.","AZ  BC  CA  CO  ID  IL  MI  MN  MO  NC  NM  NV  OR  TX  UT  WA  HI","327","1995-06-12","2014-05-02"
394,"EZZ","NDB","N","1002","1001","4.960","","Cameron","MO","USA","na","EM29ur","39.7292","-94.2917","","2013-04-08 Dick Palmer reports its OTS","AZ  BC  CA  CO  GA  IA  IL  MA  MI  MN  MO  MS  MT  NB  NC  NE  NS  NY  OH  ON  OR  PA  TX  VA  WA","147","1997-01-20","2013-03-19"
394,"MEL","NDB","N","1027","1028","8.2","ID+5"" gap","Metlika","","SVN","eu","JN75pp","45.6458","15.2917","40","INACTIVE","AUT  BEL  CZE  DEU  DNK  ENG  ESP  FIN  FRA  GRC  HNG  HOL  HRV  ITA  SAR  SCY  SRB  SVN  SWE  ME","257","1994-01-11","2014-12-26"
394,"MKL","NDB","N","1017","1024","8.599","","&#039;Mersy&#039;  Jackson","TN","USA","na","EM55mm","35.5208","-88.9583","25","ID changed to &#039;MKL&#039; Oct 2018, was &#039;MK&#039; ///TENNESSEE NFDD 138 - 5 07/20/2022 JACKSON MERSEY NDB IDENT MKL
LAT 35-30-56.373 N LONG 088-57-25.1536 W NAVAID STATUS DECOMMISSIONED /// Noted still active August 12, 2022","AZ  BC  CA  CO  FL  GA  IL  IN  KS  MA  MI  MN  MO  MS  NC  NE  NH  NS  NY  OH  ON  OR  PA  TN  TX  VA  WI","286","1999-01-06","2023-02-01"
394,"OR","NDB","N","1028","1020","","","Chstr","IL","USA","na","EN52xb","42.0625","-88.0417","","","IL  MI  MN  OH  ON","6","1997-01-03","2003-01-16"
394,"PS","NDB","N","","","","","Greenwood","NS","CAN","na","FN74ql","44.4792","-64.625","","","ON","1","1995-07-24","1995-07-24"
394,"PW","NDB","N","1046","1025","","","'Orham'  Portland","ME","USA","na","FN43sp","43.6458","-70.4583","","According to Chris Black (2005-11-06) this is now PWM --2011-10-20 Michael Oexner Reports its been Deleted","MA  ME  NB  NS  ON","10","2004-03-24","2005-10-01"
394,"PWM","NDB","N","~1000","","","","'Orham' Portland","ME","USA","na","FN43sp","43.6458","-70.4583","","Confirmed as PW with new ident","ON","1","2005-11-11","2005-11-11"
394,"RGK","NDB","N","","","","","Red Wing","MN","USA","na","EN34so","44.6042","-92.4583","25","OTS - Info Gary Hinton","IL  ON  WA","3","1999-11-05","2006-01-14"
394,"RO","NDB","N","1054","1027","5.695","","'Roeby'  Birmingham","AL","USA","na","EM63po","33.6042","-86.7083","25","","CA  CO  GA  IL  MI  MS  NC  OH  ON  OR  TN  TX  VA","46","1997-01-04","2009-12-26"
394,"YB","NDB","N","","428","9.82","DAID","North Bay","ON","CAN","na","FN06gj","46.3958","-79.4583","150","1kW rptd; 124' vert.","AZ  BC  CA  CO  FL  IL  IN  MA  MD  ME  MI  MN  MO  MS  NB  NC  NE  NL  NS  NY  OH  ON  OR  PA  QC  SC  TN  TX  VA  WV","142","1993-10-11","2006-01-30"
395,"5V","NDB","N","","397","10.4","DBID","Drumheller","AB","CAN","na","DO31om","51.5208","-112.792","50","2017-10-29 Dan Collier has discovered it is active after an apparent absence (previous log Sept 2012)","AB  BC  CA  CO  IL  MT  OR  TX  WA","47","1989-02-04","2019-09-15"
395,"CU","NDB","N","1038","1032","7.320","","Cucuta","","CLM","sa","FJ38ra","8.0208","-72.5417","","","DOM  NC  NS  TX","7","2006-02-25","2013-12-14"
395,"CWV","NDB","N","1012","1007","6.40","","Claxton","GA","USA","na","EM92be","32.1875","-81.875","","!MCN 06/146 CWV NAV NDB OUT OF SERVICE 1906062123-PERM","AL  AZ  CO  FL  GA  IL  IN  MA  MD  MI  MO  MS  NC  NH  NJ  NS  NY  OH  ON  OR  PA  QC  SC  TN  TX  VA","179","1997-12-24","2019-03-25"
395,"GBR","NDB","N","1030","1016","5.328","","Great Barrington","MA","USA","na","FN32he","42.1875","-73.375","25","!BTV 06/114 GBR NAV NDB U/S 1906221911-PERM","IL  MA  MD  ME  MI  NB  NC  NH  NJ  NS  NY  OH  ON  QC  VA","123","2002-10-06","2018-12-24"
395,"GD","NDB","N","987","1037","7.0","DB3ID","Guadalajara  (Jalisco)","","MEX","ca","DL80jl","20.4792","-103.208","1000","Sometimes idents with a long dash every 3rd ID - DBID3","AZ  BC  CA  CO  FL  IL  MA  MI  MO  NC  OH  OR  TX","101","2002-12-01","2010-12-08"
395,"H5S","NDB","N","","","","","Unknown","","XUN","xx","","","","","2014-02-24 Chuck Dobbins reports UN-ID HEARD ON 396.03 with 3 sec. ID and 4 sec. pause! ALL DOTS, WITH PROPER SPACING EACH CYCLE!","TX","1","2014-02-24","2014-02-24"
395,"H7","NDB","N","","","","","","ON","CAN","na","EO43lx","53.9792","-91.0417","","","MS","1","1997-02-23","1997-02-23"
395,"HR","NDB","N","1040","1030","5.976","","&#039;Bakky&#039; Harrison","AR","USA","na","EM36kd","36.1458","-93.125","25","!HRO 03/025 HRO NAV ILS RWY 36 BAKKY LOM OUT OF SERVICE 1903221222-PERM  Was 233-HR","AZ  CA  CO  IL  MI  MN  MO  NC  NE  OH  ON  OR  TN  TX  VA","116","2008-10-24","2018-11-29"
395,"HU","NDB","N","1035","1065","","","'Tutte'  Houston","TX","USA","na","EL29ho","29.6042","-95.375","","","AZ  CO  FL  IL  MI  MS  TX","14","1996-12-28","2004-02-08"
395,"JM","NDB","N","1059","1018","6.104","","'Sabon'  Jamestown","ND","USA","na","EN06ru","46.8542","-98.5417","","'Shutdown' per NFDD 207 - 5 10/26/2017 Now decom per NFDD 244 - 1 12/20/2017","AB  AZ  BC  CA  CO  ID  IL  IN  MA  MI  MN  MO  MT  NB  NC  NE  NH  NM  NS  NY  OH  ON  OR  TN  TX  UT  WA","181","1990-01-08","2015-04-23"
395,"L7","NDB","N","","399","9.909","DAID","Estevan","SK","CAN","na","DN89nf","49.2292","-102.875","250","","AB  AZ  BC  CA  CO  IA  ID  IL  IN  MA  MI  MN  MO  MS  MT  NC  NS  NV  OH  ON  OR  TX  UT  VA  WA  WI  HI","260","1997-12-22","2018-07-05"
395,"PAR","NDB","N","","1009","7.163","","Parrita","","CTR","ca","EJ79um","9.5208","-84.2917","","20090903 - Reported by Don Ward","NC","2","2009-09-03","2010-09-25"
395,"PNC","NDB","N","922","1110","7.02","","Porto Nacional","","BRA","sa","GH59tg","-10.7292","-48.375","","","BRA  MA  NC  NS  NY  OR  TX","40","1997-05-29","2015-05-08"
395,"SL","NDB","N","1019","1021","8.600","","'Briel'  Saranac  Lake","NY","USA","na","FN24wl","44.4792","-74.125","","Decom per NFDD 195 - 2  (10/10/2017) and NFDD 213 - 2  (11/02/2018)","IL  MA  MI  NC  NH  NS  NY  OH  ON  PA  QC  VT","64","2001-04-29","2022-03-13"
395,"TAZ","NDB","N","1010","1029","5.862","TWEB","Taylorville","IL","USA","na","EM59im","39.5208","-89.2917","25","TWEB 2014-02-26 Don Tomkinson reports it is decommissioned","BC  CO  GA  IA  IL  IN  MI  MN  MO  NC  NS  NY  OH  ON  OR  TN  TX  VA","95","1999-07-11","2012-12-31"
395,"TSO","NDB","N","1014","1018","5.30","","'Tolson'  Carrollton","OH","USA","na","EN90ln","40.5625","-81.0417","25","Doug Springfield reported it is back in service (2016 02 24) /// Updated May 1, 2021 to INACTIVE","IL  IN  MD  MI  NC  NH  NY  OH  ON  TX  VA","26","2001-04-30","2017-05-18"
395,"ULS","NDB","N","1065","1023","7.41","","Ulysses","KS","USA","na","DM97ho","37.6042","-101.375","","!ICT 04/110 ULS NAV NDB U/S 2304121508-2310122111EST // to be decom effective 02Nov23 per NFDD 185 - 1 (09/26/2023)","FIN  AB  AZ  BC  CA  CO  FL  GA  IA  ID  IL  IN  KS  LA  MI  MN  MO  MT  NC  NE  NH  NM  NS  NV  OH  OK  ON  OR  PA  QC  TN  TX  UT  WA  WI  HI","760","1998-05-03","2022-01-12"
395,"XEN","NDB","N","1090","1060","5.648","","Xenia","OH","USA","na","EM89ar","39.7292","-83.9583","25","fast ID; Miskeying as 'N A E T E' for several weeks (Andy Robins, 2005-10-29) -   20090830 - Michael Oexner reports its been deleted","AZ  BC  CA  CO  FL  IL  IN  KS  MD  ME  MI  MN  MO  MS  NB  NC  NS  NY  OH  ON  OR  PA  SC  TN  TX  VA  WV","153","1995-11-27","2008-01-05"
395,"YL","NDB","N","","407","10.3","DAID","Lynn Lake","MB","CAN","na","DO96lt","56.8125","-101.042","1600","Decom - Navcan phase 6 2021","ENG  ESP  FIN  HOL  NOR  RUS  SCT  SWE  AB  AZ  BC  CA  CO  FL  GA  IA  ID  IL  IN  KS  MA  MI  MN  MO  MS  MT  NB  NC  NE  NH  NJ  NS  NV  NY  OH  ON  OR  PA  QC  TN  TX  UT  WA  WI  YT  HI","755","1987-08-27","2021-08-03"
396,"AI","NDB","N","1020","1020","","","Aveiro","","POR","eu","IN50po","40.6042","-8.7083","","INACTIVE","ENG  ESP  FRA  HOL  NL","9","1982-10-05","2006-12-14"
396,"APH","NDB","N","1038","1040","7.992","","Fort A P Hill","VA","USA","na","FM18ic","38.1042","-77.2917","","","IL  MD  MI  MN  NC  NH  NS  NY  OH  ON  OR  PA  TX  VA","71","1997-01-04","2010-12-12"
396,"ATT","NDB","N","1059","","","","Unknown","","XUN","xx","","","","","","IL","1","2011-10-23","2011-10-23"
396,"BKO","NDB","N","1022","1016","","","Barnwell","SC","USA","na","EM93gi","33.3542","-81.4583","","Suspected to have been BKO 392 moved frequency (Tom Holmes, 2006-10-19)","IL  NC","2","2006-10-19","2006-10-20"
396,"BNO","NDB","N","","1032","","","Burns","OR","USA","na","DN03mn","43.5625","-118.958","","2005-12-12: was rptd on by Jack Woods, but later suggested as a series of errant loggings - 2005-12-27","OR","3","2005-12-12","2005-12-13"
396,"CQB","NDB","N","","996","5.753","","'Tilghman'  Chandler","OK","USA","na","EM15or","35.7292","-96.7917","","CQB 10/001 CQB NAV NDB DECOMMISSIONED 1710031053-PERM","AZ  CA  CO  IL  MI  MN  MS  NC  NM  OH  TX","76","1998-02-19","2016-11-09"
396,"CRS","NDB","N","1013","1017","5.40","","Corsicana","TX","USA","na","EM12ta","32.0208","-96.375","25","ULS WRLB2631 expires Sep 2027. 2018 10 15 Tony et. al. reports incorrect keying 'CC5' /// CRS 396 at Corsicana Municipal Apt, TX, decommissioned:   NOTAM 06/002: C David Campbell Field Corsicana Municipal Airport      (KCRS) !CRS 06/002 CRS NAV NDB U/S 2106031906-PERM CREATED: *03 Jun 2021* 19:06:00 SOURCE: KFTWYFYX ///","AZ  BC  CA  CO  FL  GA  IL  LA  MI  MN  MO  MS  MT  NC  NE  NV  OH  OR  TN  TX  UT  WA  WI","220","1999-01-06","2021-04-13"
396,"GOI","NDB","N","1044","1024","8.210","","'Godman'  Fort Knox","KY","USA","na","EM77ax","37.9792","-85.9583","","M0069/19 NOTAMN Q) ZID/QNBXX/IV/NBO/AE/000/999/3754N08558W005 A) KFTK B) 1902221158 C) 1905222359 E) NAVAID FTK NDB UNUSABLE /// Updated May 1, 2021 to INACTIVE","AZ  CO  FL  GA  IL  IN  MA  MD  MI  MN  MO  MS  NB  NC  NH  NJ  NS  NY  OH  ON  OR  PA  QC  SC  TN  TX  VA  WI","170","1997-12-22","2018-04-28"
396,"GOL","NDB","N","","","","","Gold Beach (Muni)","OR","USA","na","CN72sk","42.4375","-124.458","25","","AB","1","1991-12-07","1991-12-07"
396,"HDE","NDB","N","1059","1026","4.4","","Holdrege","NE","USA","na","EN00hk","40.4375","-99.375","25","","AZ  BC  CA  CO  IL  KS  MI  MN  MO  MT  NC  NE  NM  OH  OR  TN  TX  UT","115","1999-11-26","2012-11-10"
396,"IEW","NDB","N","1008","1000","4.70","","Winters","TX","USA","na","EM01aw","31.9375","-99.9583","25","2011-07-28 - Michael Oexner reports that it is has been decommissioned or is planned to be decommissioned.","AZ  CO  IL  NM  TX","25","2002-11-24","2012-11-23"
396,"JC","NDB","N","400","403","10.44","DAID","Rigolet","NL","CAN","na","GO04se","54.1875","-58.4583","500","Inactive per Roelof Sep 2020.","CNR  BAL  BEL  CZE  DEU  DNK  ENG  ESP  FIN  FRA  GSY  HOL  IRL  ITA  LVA  NIR  NOR  POR  RUS  SAR  SCT  SCY  SHE  SVN  SWE  AZ  BC  CA  CO  FL  IL  IN  MA  MD  ME  MI  MN  MO  MS  NB  NC  NE  NH  NJ  NL  NS  NY  OH  ON  OR  PA  QC  TX  VA  WI","1385","1996-12-27","2020-09-10"
396,"JJO","NDB","N","1028","1017","7.881","","Mountain City","TN","USA","na","EM96cj","36.3958","-81.7917","25","20091123 - Heard still on the air by Don Ward --20090902 - Don Tomkinson reports that its been decommissioned","MD  NC  ON  VA","6","2002-01-05","2009-11-21"
396,"LNL","NDB","N","1010","1016","6.246","","Land O Lakes","WI","USA","na","EN56jd","46.1458","-89.2083","25","Gary Hinton reports it is OTS","IL  MI  MN  NC  OH  ON  TX","28","2000-03-25","2010-12-12"
396,"PA","NDB","N","1055","1015","6.0","","'Ritts'  Everett","WA","USA","na","CN88ub","48.0625","-122.292","","2011-10-29 Reported to be OTA","AB  AZ  BC  CA  CO  ID  MT  OR  TX  UT  WA  YT","151","1990-12-22","2011-10-21"
396,"PH","NDB","N","400","400","10.2","DAID","Inukjuak","QC","CAN","na","FO08wk","58.4375","-78.125","500","INACTIVE - NEW ID : YPH","SWE  AB  AZ  BC  CA  CO  FL  GRL  IL  IN  MD  ME  MI  MN  MS  NB  NC  NS  NY  OH  ON  OR  PA  TN  TX  UT  VA  WV  YT  HI","199","1995-11-27","2008-12-31"
396,"ROC","NDB","N","2","4","19.34","ID+14"" tone","Rochefort / St Agnant","","FRA","eu","IN95mv","45.8958","-0.9583","","Decommissioned 2024-06-13","BAL  BEL  CZE  DEU  DNK  ENG  ESP  FIN  FRA  GSY  HOL  IRL  ITA  NIR  NOR  POR  RUS  SAR  SCT  SVN  SWE  NS","364","1989-10-04","2024-06-06"
396,"UV","NDB","N","1033","1021","3.8","","&#039;Bales&#039;  Martinsville","VA","USA","na","FM06ao","36.6042","-79.9583","25","","AZ  CA  CO  FL  GA  IL  IN  KS  MD  MI  MO  NC  NE  NH  NJ  NY  OH  ON  PA  SC  TN  TX  VA  WI","222","1998-02-21","2024-12-30"
396,"YPH","NDB","N","400","402","10.1","DAID","Inukjuak","QC","CAN","na","FO08wk","58.4375","-78.125","500","Was PH-396   Decom - NavCan modernization phase 6 Aug 2021","DEU  ENG  ESP  FIN  FRA  HOL  RUS  SCT  SWE  AB  AZ  BC  CA  CO  FL  IA  IL  IN  KS  MA  MI  MN  MO  MT  NC  NE  NH  NJ  NM  NS  NV  NY  OH  ON  OR  PA  QC  RI  SC  TN  TX  UT  VA  VT  WA  WI  HI","703","2008-07-04","2021-08-10"
396,"ZBB","NDB","N","","","","","South Bimini","","BAH","ca","FL05ir","25.7292","-79.2917","","","AB  PA  WV","4","1988-11-30","1993-10-11"
396.5,"PY","NDB","N","399","402","8.0","ID+5"" gap","Plymouth / City","","ENG","eu","IO70wk","50.4375","-4.125","","INACTIVE","BEL  CZE  DEU  DNK  ENG  ESP  FIN  FRA  GSY  HOL  IRL  ITA  NIR  NOR  POR  SAR  SCT  SVN  SWE  WLS  NB","276","1990-03-11","2011-11-10"
397,"3I","NDB","N","","407","10.0","DAID","'Mobil Sierra'  Fort Nelson","BC","CAN","na","CO98ht","58.8125","-121.375","200","Rptd OTS by Michael Oexner (2006-10-17)","AB  CA  OR  WA  YT","13","1989-02-03","2005-12-08"
397,"A","NDB","N","","385","","","Hamilton","ON","CAN","na","EN93xe","43.1875","-80.0417","14","Now ZHA-397(20030904 for 1 day, then permanently 20031030)","CO  IL  MI  MS  NS  OH  ON","30","1995-07-24","2003-10-22"
397,"AIT","NDB","N","1016","1020","7.21","","Aitkin","MN","USA","na","EN36dn","46.5625","-93.7083","25","!AIT 05/002 AIT NAV NDB U/S 2005221838-PERM","AB  AZ  BC  CO  IL  MI  MN  MO  MT  NC  NE  NH  NY  OH  ON  OR  TX  VA","135","1990-01-11","2019-04-16"
397,"BE","NDB","N","1044","995","4.53","","'Mally'  Benton Harbour","MI","USA","na","EN62ud","42.1458","-86.2917","","Decom per NFDD 165 - 2 8-24-2018","BC  CA  CO  IL  IN  MA  MD  MI  MN  MO  MS  NC  NH  NJ  NS  NY  OH  ON  OR  PA  QC  TN  TX  VA","154","1997-01-04","2018-04-27"
397,"BWK","NDB","N","1050","1031","7.822","","Bunkie","LA","USA","na","EM30vu","30.8542","-92.2083","","2014-02-26 Don Tomkinson reports its decommissioned","AL  AZ  BC  CA  CO  FL  GA  IL  LA  MD  MI  MN  MO  MS  NC  NH  NM  NS  NY  OH  ON  OR  TN  TX  VA  WA","172","1997-10-20","2014-01-31"
397,"CIN","NDB","N","","1022","5.0","","Carroll","IA","USA","na","EN22ob","42.0625","-94.7917","25","Gary Hinton reports it is to be Decommissioned","AB  AZ  BC  CA  CO  FL  IL  MI  MN  MO  MS  MT  NC  NM  NS  NY  OH  ON  OR  TX  UT  VA","97","1990-01-02","2021-03-10"
397,"CIR","NDB","N","1016","1023","5.781","","Cairo","IL","USA","na","EM57jb","37.0625","-89.2083","25","!! CIR 05/004 CIR NAV NDB UNUSABLE 2505061332-2512182111EST //  Bill Stewart reports a &#039;hic-up&#039; on the &#039;R&#039;. Often sounds like CIN // ULS WRLB2440 expires 06/05/2026","SCT  AZ  BC  CA  CO  FL  GA  IA  IL  IN  KS  LA  MD  MI  MN  MO  MT  NC  NE  NH  NJ  NS  NY  OH  ON  OR  PA  QC  SC  TN  TX  UT  VA  VT  WA  WI","460","1999-12-31","2024-02-26"
397,"E","NDB","N","","390","","DAID","Saskatoon","SK","CAN","na","DO62pf","52.2292","-106.708","","Now ZSS-397","AB  CA  CO  IL","7","1989-02-04","2002-03-13"
397,"EJK","NDB","N","","","","","Greensboro","GA","USA","na","EM83ko","33.6042","-83.125","","Probably decommissioned - can anyone confirm?","OH  SC","2","1997-01-04","1997-12-22"
397,"J","NDB","N","","","","","Alpine / Saint John","NB","CAN","na","FN75af","45.2292","-65.9583","50","Now ZST-397","CA  IL  NL  NS  ON","8","1999-09-12","2002-10-03"
397,"LLJ","NDB","N","","","","","'Challis'","ID","USA","na","DN24vm","44.5208","-114.208","50","","AB  CA  MS  OH","38","1987-08-27","2000-04-12"
397,"MXO","NDB","N","","1035","","","Monticello","IA","USA","na","EN42ke","42.1875","-91.125","25","","AZ  BC  CO  IL  MI  MN  NS  OH  ON  OR","37","1999-03-22","2006-02-26"
397,"SE","NDB","N","51","985","4.5","","Selfoss","","ISL","eu","HP93lw","63.9375","-21.0417","","Decommisioned","DEU  DNK  ENG  ESP  FIN  FRA  HOL  ISL  ITA  NIR  NOR  RUS  SCT  SWE  NS","88","2010-01-30","2024-04-10"
397,"ZHA","NDB","N","401","401","10.363","DAID","Ancaster  (Hamilton)","ON","CAN","na","EN93xe","43.1875","-80.0417","14","!! Phase 12 Decom Apr 17 2025 // was Oct 31 2024  //  20180101 Tony reports offset of +400","SCT  AZ  BC  CA  CO  FL  GA  IA  IL  IN  KS  MA  MD  ME  MI  MN  MO  NB  NC  NE  NH  NJ  NS  NY  OH  ON  OR  PA  QC  RI  TN  TX  VA  VT  WI  WV","658","2002-10-16","2025-03-30"
397,"ZSS","NDB","N","","397","10.515","DAID","Yellowhead  (Saskatoon)","SK","CAN","na","DO62pf","52.2292","-106.708","25","!! Phase 11 decom Nov 30 2023 // Was E-397; 80&#039; vertical - 20180101 Tony reports offset of +400","FIN  AB  AZ  BC  CA  CO  ID  IL  KS  MN  MO  MT  NC  NE  NM  NS  NV  OH  ON  OR  TN  TX  UT  WA  WI","493","2002-09-17","2023-09-08"
397,"ZST","NDB","N","","416","10.3","DAID","&#039;Alpine&#039;  Saint John","NB","CAN","na","FN75af","45.2292","-65.9583","50","!! Phase 11 decom Mar 21 2024","ENG  FIN  HOL  SCT  SWE  AZ  CA  CO  FL  IL  MA  MD  ME  MI  MN  MO  NB  NC  NH  NJ  NM  NS  NY  OH  ON  OR  PA  PE  QC  RI  TX  VA  VT  WI","381","2002-10-05","2024-03-12"
398,"3D","NDB","N","405","405","8.17","","Cumberland House","SK","CAN","na","DO83uw","53.9375","-102.292","25","20081214 - No DAID reported by Mark McCarthy
20071108 - offset reported to be +400 by Phil Atchley","FIN  AB  AZ  BC  CA  CO  IA  IL  MI  MN  MO  MT  NC  NE  NS  OH  ON  OR  TN  TX  UT  WA  WI  HI","191","2001-02-28","2019-03-25"
398,"G","NDB","N","","970","","","Golf / Windsor","ON","CAN","na","EN82lf","42.2292","-83.0417","25","Now ZQG-398 (since 20031030)","CO  IL  MI  MS  NY  OH  ON  SC","28","1996-04-14","2003-10-22"
398,"HFY","NDB","N","1025","1021","6.8","","'Greenwood'  Indianapolis","IN","USA","na","EM69wp","39.6458","-86.125","","Updated May 1, 2021 to INACTIVE","AZ  BC  CA  CO  FL  GA  IA  IL  IN  MA  MD  MI  MN  MO  NC  NE  NH  NJ  NS  NY  OH  ON  OR  QC  TN  TX  VA","242","1999-05-20","2016-10-08"
398,"LPD","NDB","N","","41","20.60","ID+17"" tone","Montlucon / Gueret","","FRA","eu","JN16eh","46.3125","2.375","","decommissioned 2022-08-11","BAL  BEL  CZE  DEU  DNK  ENG  ESP  FIN  FRA  GRC  GSY  HNG  HOL  IRL  ITA  LVA  NIR  NOR  POL  POR  RUS  SAR  SCT  SUI  SVK  SVN  SWE  NB  NS","519","1983-09-11","2022-03-26"
398,"ON","NDB","N","","1000","5","DAID","Erabu","","RYI","as","PL47ik","27.4375","128.708","500","INACTIVE - WWSU says Japan but for NDB List purposes is in RYI","JPN  KOR  FIN  OR","16","2005-11-23","2011-04-06"
398,"OT","NDB","N","1015","1021","8.50","","Westpoint","","NZL","oc","RF72hw","-37.0625","174.625","125","","NI  NW  TA  WE  OR  WA","28","2005-08-06","2014-08-15"
398,"PRU","NDB","N","1022","1015","10.08","ID+6"" gap","Perugia / San Egidio","","ITA","eu","JN63gc","43.1042","12.5417","","decommissioned 2022-06-16","CYP  AUT  BAL  BEL  CZE  DEU  DNK  ENG  ESP  FIN  FRA  GRC  HNG  HOL  HRV  ITA  LVA  NOR  POL  POR  RUS  SAR  SCT  SCY  SRB  SUI  SVK  SVN  SWE  NS","575","2008-01-03","2022-07-01"
398,"TGQ","NDB","N","1023","1024","4.482","","Elizabethtown","NC","USA","na","FM04rm","34.5208","-78.5417","25","!EYF 06/003 EYF NAV TGQ NDB U/S 2006081850-PERM","FL  IL  MD  MI  MN  MS  NC  NS  NY  OH  ON  OR  PA  SC  TX  VA","60","1996-09-19","2009-01-12"
398,"ZQG","NDB","N","","387","10.6","DAID","La Salle  (Windsor)","ON","CAN","na","EN82lf","42.2292","-83.0417","25","Peter Lanting reports OTS - equipment has been removed 20090101","AZ  BC  CA  CO  FL  IL  MD  ME  MI  MN  MO  NB  NC  NS  NY  OH  ON  OR  PA  TX  VA  WV","96","2003-01-14","2006-01-23"
399,"4M","NDB","N","439","402","10.29","DAID","Red Sucker Lake","MB","CAN","na","EO34fe","54.1875","-93.5417","50","not heard since 2017 /// marked inactive 2021/04/30","AZ  BC  CA  CO  IL  MA  MI  MN  MO  MT  NC  NH  NM  NS  NY  OH  ON  OR  TX  UT  VA  WA","115","2000-02-02","2017-01-31"
399,"C1","NDB","N","","","","","AIRDRIE","AB","CAN","na","DO31ag","51.2708","-113.958","","","AB","2","1988-08-27","1989-02-04"
399,"D","NDB","N","","400","","","Delta / Dryden","ON","CAN","na","EN39qt","49.8125","-92.625","25","Now ZHD-399","AB  BC  CA  CO  IL  MS  OH  ON","12","1990-01-10","2003-01-07"
399,"MTN","NDB","N","1010","1016","11.06","ID+8"" gap","Salamanca / Matacan","","ESP","eu","IN70ix","40.9792","-5.2917","100","INACTIVE","CNR  BAL  BEL  CZE  DEU  DNK  ENG  ESP  FIN  FRA  GRC  GSY  HOL  IRL  ITA  NIR  NOR  POR  SAR  SCT  SVN  SWE  WLS  NB  NL  NS","255","1987-04-13","2012-09-23"
